quote_id,section,labels,quotation,title,url
3457,conclusion,['Identifying limitations'],The metric is also unsuitable for data with non-independent factors of variation,Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3460,abstract,['Novelty'],We show that this problem persists in an actor-critic setting and propose novel mechanisms to minimize its effectson both the actor and the critic,Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3461,abstract,['Building on recent work'],"Our algorithm builds on Double Q-learning, by taking the mini-mum value between a pair of critics to limit over-estimation.",Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3462,abstract,['Performance'],"We draw the connection between tar-get networks and overestimation bias, and suggest delaying policy updates to reduce per-update error and further improve performance",Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3463,abstract,"['Quantitative evidence (e.g. experiments)', 'Performance', 'State-of-the-art']","We evaluate our method on the suite of OpenAI gym tasks, outperforming the state of the art in every envi-ronment tested.",Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3467,introduction,"['Performance', 'State-of-the-art']","Our proposed method addresses these issues, and greatly outperforms the current state of the art",Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3469,introduction,['Preciseness'],"In a function approximation setting, this noise is unavoidable given the imprecision of the estimator",Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3470,introduction,['Accuracy'],"This inaccuracy is further exaggerated by the nature of temporal difference learning (Sutton, 1988), in which an estimate of the value functionis updated using the estimate of a subsequent state",Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3471,introduction,['Preciseness'],This means using an imprecise estimate within each update willlead to an accumulation of error,Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3474,introduction,['Identifying limitations'],"Furthermore, we find the ubiquitous solution in the discrete action setting, Double DQN (Van Hasselt et al., 2016), to be ineffective in an actor-critic setting",Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3477,introduction,['Building on classic work'],"This can be dealt with by adapting an older variant, Double Q-learning (Van Hasselt, 2010), to an actor-critic formatby using a pair of independently trained critics",Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3479,introduction,['Approximation'],"To address this concern, we propose a clipped Double Q-learning variant which lever-ages the notion that a value estimate suffering from overes-timation bias can be used as an approximate upper-bound tothe true value estimate",Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3482,introduction,['Accuracy'],"First, we show that target networks, a com-mon approach in deep Q-learning methods, are critical for variance reduction by reducing the accumulation of errors",Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3484,introduction,['Novelty'],"Finally, we introduce a novel regularization strategy, where a SARSA-style update bootstraps similaraction estimates to further reduce variance.",Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3485,introduction,"['State-of-the-art', 'Unifying ideas or integrating components']","Our modifications are applied to the state of the art actor-critic method for continuous control, Deep DeterministicPolicy Gradient algorithm (DDPG) (Lillicrap et al., 2015), to form the Twin Delayed Deep Deterministic policy gradient algorithm (TD3), an actor-critic algorithm which consid-ers the interplay between function approximation error inboth policy and value updates",Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3486,introduction,"['Quantitative evidence (e.g. experiments)', 'Performance', 'State-of-the-art']","We evaluate our algorithmon seven continuous control domains from OpenAI gym(Brockman et al., 2016), where we outperform the state ofthe art by a wide margin",Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3487,introduction,"['Scientific methodology', 'Understanding (for researchers)']","Given the recent concerns in reproducibility (Henderson et al., 2017), we run our experiments across a large num-ber  of  seeds  with  fair  evaluation  metrics,  perform  abla-tion studies across each contribution, and open source bothour code and learning curves",Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3490,conclusion,"['Novelty', 'Identifying limitations']","We find the common solutions for reducing overestimation biasin deep Q-learning with discrete actions are ineffective in anactor-critic setting, and develop a novel variant of DoubleQ-learning which limits possible overestimation",Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3491,conclusion,['Performance'],Our re-sults demonstrate that mitigating overestimation can greatly improve the performance of modern algorithms,Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3495,conclusion,"['Performance', 'Reduced training time']","Taken together, these improvements define our proposed approach, the Twin Delayed Deep Deterministic policy gra-dient algorithm (TD3),  which greatly improves both the learning speed and performance of DDPG in a number of challenging tasks in the continuous control setting",Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3496,conclusion,"['Flexibility/Extensibility', 'Performance', 'State-of-the-art', 'Easy to implement']","Our algorithm exceeds the performance of numerous state of the art algorithms. As our modifications are simple to im-plement, they can be easily added to any other actor-criticalgorithm.",Addressing Function Approximation Error in Actor-Critic Methods,https://arxiv.org/pdf/1802.09477.pdf
3499,abstract,"['Novelty', 'Efficiency', 'Data efficiency', 'Parallelizability / distributed', 'Scales up']",We have developed a new distributed agent IMPALA (Impor-tance Weighted Actor-Learner Architecture) thatnot only uses resources more efficiently in single-machine training but also scales to thousands of machines without sacrificing data efficiency or resource utilisation,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,https://export.arxiv.org/pdf/1802.01561
3500,abstract,['Novelty'],We achieve stable learning at high throughput by combining decoupled acting and learning with a novel off-policy correction method called V-trace,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,https://export.arxiv.org/pdf/1802.01561
3501,abstract,['Effectiveness'],"We demonstrate the effectiveness of IMPALA for multi-task reinforcement learning on DMLab-30 (a set of 30 tasks from the DeepMind Lab environment (Beattie et al.,2016)) and Atari-57",IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,https://export.arxiv.org/pdf/1802.01561
3502,abstract,['Performance'],"Our results show that IMPALA is able to achieve better performance than previous agents with less data, and crucially exhibits positive transfer between tasks as a result of its multi-task ap-proach",IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,https://export.arxiv.org/pdf/1802.01561
3503,abstract,['Facilitating use (e.g. sharing code)'],The source code is publicly available atgithub.com/deepmind/scalableagent.,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,https://export.arxiv.org/pdf/1802.01561
3505,introduction,"['Performance', 'Progress']","While the improvements on tasks like the game of Go (Sil-ver et al., 2017) and Atari games (Horgan et al., 2018) have been dramatic, the progress has been primarily in single task performance, where an agent is trained on each task separately",IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,https://export.arxiv.org/pdf/1802.01561
3506,introduction,['Novelty'],We are interested in developing new methods capable of mastering a diverse set of tasks simultaneously as well as environments suitable for evaluating such methods,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,https://export.arxiv.org/pdf/1802.01561
3507,introduction,['Scales up'],One of the main challenges in training a single agent on many tasks at once is scalability,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,https://export.arxiv.org/pdf/1802.01561
3508,introduction,['Practical'],"Since the current state-of-the-art methods like A3C (Mnih et al., 2016) or UNREAL (Jaderberg et al., 2017b) can require as much as a billion frames and multiple days to master a single domain, training them on tens of domains at once is too slow to be practical.",IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,https://export.arxiv.org/pdf/1802.01561
3510,introduction,"['Data efficiency', 'Parallelizability / distributed', 'Scales up']",IMPALA is capable of scaling to thousands of machines without sacri-ficing training stability or data efficiency.,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,https://export.arxiv.org/pdf/1802.01561
3511,introduction,['Used in practice/Popular'],"Unlike the popular A3C-based agents, in which workers communicate gradi-ents with respect to the parameters of the policy to a central parameter server, IMPALA actors communicate trajectories of experience (sequences of states, actions, and rewards) to a centralised learner",IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,https://export.arxiv.org/pdf/1802.01561
